																																																									
	июл, 1989	Credit																						11629,85																																	11629,85
		Sum																						11629,85																																	11629,85
	июн, 1992	Credit		2844,00																																																					2844,00
		Sum		2844,00																																																					2844,00
	июл, 1992	Check				51673,15																																																			51673,15
		Credit																												39797,70																											39797,70
		Visa					31219,95																																																		31219,95
		Sum				51673,15	31219,95																							39797,70																											122690,80
	сен, 1992	Visa						3531,80																																																	3531,80
		Sum						3531,80																																																	3531,80
	окт, 1992	Visa							28389,00																																																28389,00
		Sum							28389,00																																																28389,00
	ноя, 1992	COD									203,00																																														203,00
		Sum									203,00																																														203,00
	дек, 1992	COD											4720,80																																												4720,80
		Sum											4720,80																																												4720,80
	янв, 1993	Credit																																						5565,00																	5565,00
		Sum																																						5565,00																	5565,00
	фев, 1993	Credit													2514,65																																										2514,65
		Sum													2514,65																																										2514,65
	мар, 1993	AmEx																23104,00																																							23104,00
		MC																																								4894,95															4894,95
		Sum																23104,00																								4894,95															27998,95
	апр, 1993	Check																	6734,85	21614,00																																					28348,85
		Sum																	6734,85	21614,00																																					28348,85
	май, 1993	Credit																				784,90																									14557,95										15342,85
		Sum																				784,90																									14557,95										15342,85
	июн, 1993	Credit																					820,00																																		820,00
		Sum																					820,00																																		820,00
	июл, 1993	Credit																					44854,00																																		44854,00
		Sum																					44854,00																																		44854,00
	авг, 1993	Check	13945,00																																																						13945,00
		Sum	13945,00																																																						13945,00
	сен, 1993	AmEx								6583,80																																															6583,80
		Check							33071,00																																																33071,00
		Sum							33071,00	6583,80																																															39654,80
	окт, 1993	AmEx													10107,00																																										10107,00
		MC														1004,80																							6300,00																		7304,80
		Visa							25071,00								8294,00																																								33365,00
		Sum							25071,00						10107,00	1004,80	8294,00																						6300,00																		50776,80
	ноя, 1993	Cash																																	2419,00																						2419,00
		Check																																										6675,95													6675,95
		Credit																	6785,40	11989,20			3877,00																																		22651,60
		Sum																	6785,40	11989,20			3877,00												2419,00									6675,95													31746,55
	дек, 1993	AmEx																																				3546,00			1846,00																5392,00
		Visa								47710,75																																													1240,00		48950,75
		Sum								47710,75																												3546,00			1846,00														1240,00		54342,75
	янв, 1994	Credit																																									3087,00							10054,00						4229,80	17370,80
		Sum																																									3087,00							10054,00						4229,80	17370,80
	фев, 1994	Check																							15052,00																																15052,00
		Sum																							15052,00																																15052,00
	мар, 1994	AmEx																														7671,90																									7671,90
		MC																																																						12900,75	12900,75
		Visa												5011,00																																											5011,00
		Sum												5011,00																		7671,90																								12900,75	25583,65
	апр, 1994	Credit			97698,60			3860,85																																																	101559,45
		Sum			97698,60			3860,85																																																	101559,45
	май, 1994	Credit			13935,95																																									9793,55											23729,50
		MC									12367,00																																														12367,00
		Visa											13226,80																																												13226,80
		Sum			13935,95						12367,00		13226,80																																	9793,55											49323,30
	июн, 1994	Check		2206,85																																																					2206,85
		Credit			342,00									102453,60						3153,00																																					105948,60
		Visa									2692,85																																														2692,85
		Sum		2206,85	342,00						2692,85			102453,60						3153,00																																					110848,30
	июл, 1994	Cash											2356,90																																												2356,90
		Credit	9471,95									5654,80																																													15126,75
		MC		54,00										104,00																	13814,05																										13972,05
		Visa	4178,85																															28862,00																							33040,85
		Sum	13650,80	54,00								5654,80	2356,90	104,00																	13814,05			28862,00																							64496,55
	авг, 1994	Cash																																						3650,00																	3650,00
		Credit		5511,75			3640,00																																																		9151,75
		Sum		5511,75			3640,00																																	3650,00																	12801,75
	сен, 1994	Credit							1827,00																72089,90																				716,00												74632,90
		MC									6731,00															5983,00																					7868,00										20582,00
		Sum							1827,00		6731,00														72089,90	5983,00																			716,00		7868,00										95214,90
	окт, 1994	Check																															10263,75																								10263,75
		Credit		4205,00																								7990,00																													12195,00
		Visa																																4029,55																							4029,55
		Sum		4205,00																								7990,00					10263,75	4029,55																							26488,30
	ноя, 1994	AmEx																														45160,10																									45160,10
		Check																	51730,80																																						51730,80
		COD									20711,90																																														20711,90
		Credit						4774,85						3975,75									2099,00																																		10849,60
		MC															8305,95																																								8305,95
		Visa						31987,00	12949,70																																																44936,70
		Sum						36761,85	12949,70		20711,90			3975,75			8305,95		51730,80				2099,00									45160,10																									181695,05
	дек, 1994	Cash											304,00	7134,00																																											7438,00
		Check																											2577,85																												2577,85
		Credit	1400,00	11568,00	64115,75		4317,75							1999,00																			158922,65																								242323,15
		MC			16939,50																																																				16939,50
		Visa	17781,00				6935,00																																																		24716,00
		Sum	19181,00	11568,00	81055,25		11252,75						304,00	9133,00															2577,85				158922,65																								293994,50
	янв, 1995	COD																																			465,00																				465,00
		Credit		24485,00					52729,25																9897,00																																87111,25
		MC															5037,10		3304,85			17917,00																										7423,35									33682,30
		Visa				7986,90	3065,00																																																		11051,90
		Sum		24485,00		7986,90	3065,00		52729,25								5037,10		3304,85			17917,00			9897,00												465,00											7423,35									132310,45
	фев, 1995	AmEx																														8939,60																									8939,60
		Check																	7572,00																																						7572,00
		Credit																															13908,00																								13908,00
		Sum																	7572,00													8939,60	13908,00																								30419,60
	фев, 1996	Check																																			65,00																				65,00
		Sum																																			65,00																				65,00
	Sum		51450,80	85643,60	261575,80	59660,05	69364,70	48599,50	193079,75	56674,05	90143,40	12223,25	126889,35	165245,45	18656,65	31399,65	42302,60	45905,80	92494,85	86148,20	20602,00	44073,65	66208,65	11954,85	98278,60	129723,00	33829,45	7990,00	81693,85	132233,00	13814,05	68059,45	183094,40	52703,55	12022,00	536,80	14043,20	4517,70	6300,00	41062,00	9653,00	4894,95	15542,00	6675,95	4829,75	9793,55	26535,95	7423,35	21534,00	89469,00	22354,00	17814,00	24650,00	76698,75	4872,00	19728,20	2922666,10
